Species,Trophic.Niche,Realm
Hypsipetes mysticalis,Frugivore,Oceanian
Hypsipetes olivaceus,Omnivore,Oceanian
Hypsipetes parvirostris,Frugivore,Madagascan
Hypsipetes philippinus,Frugivore,Oceanian
Hypsipetes platenae,Frugivore,Oceanian
Hypsipetes platenae,Frugivore,Oceanian
Hypsipetes rufigularis,Frugivore,Oriental
Hypsipetes siquijorensis,Frugivore,Oriental
Hypsipetes thompsoni,Frugivore,Oriental
Iole charlottae,Omnivore,Oriental
Iole finschii,Omnivore,Oriental
Iole palawanensis,Omnivore,Oriental
Iole propinqua,Omnivore,Oriental
Iole viridescens,Frugivore,Oriental
Ixidia cyaniventris,Frugivore,Oriental
Ixidia erythropthalmos,Frugivore,Oriental
Ixidia squamata,Frugivore,Oriental
Ixonotus guttatus,Frugivore,Afrotropical
Ixos malaccensis,Frugivore,Oriental
Ixos mcclellandii,Omnivore,Oriental
Ixos nicobariensis,Omnivore,Oriental
Ixos sumatranus,Omnivore,Oriental
Ixos virescens,Omnivore,Oriental
Microtarsus melanoleucos,Frugivore,Oriental
Neolestes torquatus,Invertivore,Afrotropical
Nok hualon,Frugivore,Oriental
Phyllastrephus albigula,Invertivore,Afrotropical
Phyllastrephus albigularis,Invertivore,Afrotropical
Phyllastrephus baumanni,Invertivore,Afrotropical
Phyllastrephus cabanisi,Invertivore,Afrotropical
Phyllastrephus cerviniventris,Invertivore,Afrotropical
Phyllastrephus debilis,Invertivore,Afrotropical
Phyllastrephus fischeri,Invertivore,Afrotropical
Phyllastrephus flavostriatus,Invertivore,Afrotropical
Phyllastrephus fulviventris,Invertivore,Afrotropical
Phyllastrephus hypochloris,Invertivore,Afrotropical
Phyllastrephus icterinus,Invertivore,Afrotropical
Phyllastrephus lorenzi,Invertivore,Afrotropical
Phyllastrephus poensis,Invertivore,Afrotropical
Phyllastrephus poliocephalus,Invertivore,Afrotropical
Phyllastrephus strepitans,Invertivore,Afrotropical
Phyllastrephus terrestris,Invertivore,Afrotropical
Phyllastrephus viridiceps,Invertivore,Afrotropical
Phyllastrephus xavieri,Invertivore,Afrotropical
Poliolophus urostictus,Frugivore,Oceanian
Pycnonotus aurigaster,Omnivore,Oriental
Pycnonotus barbatus,Frugivore,Afrotropical
Pycnonotus bimaculatus,Frugivore,Oriental
Pycnonotus blanfordi,Omnivore,Oriental
Pycnonotus brunneus,Frugivore,Oriental
Pycnonotus cafer,Omnivore,Oriental
Pycnonotus capensis,Omnivore,Afrotropical
Pycnonotus cinereifrons,Frugivore,Oriental
Pycnonotus davisoni,Omnivore,Oriental
Pycnonotus finlaysoni,Omnivore,Oriental
Pycnonotus flavescens,Omnivore,Oriental
Pycnonotus goiavier,Omnivore,Oriental
Pycnonotus jocosus,Omnivore,Oriental
Pycnonotus leucogenys,Omnivore,Sino-Japanese
Pycnonotus leucops,Omnivore,Oriental
Pycnonotus leucotis,Omnivore,Saharo-Arabian
Pycnonotus luteolus,Frugivore,Oriental
Pycnonotus nieuwenhuisii,Frugivore,Oriental
Pycnonotus nigricans,Frugivore,Afrotropical
Pycnonotus penicillatus,Frugivore,Oriental
Pycnonotus plumosus,Frugivore,Oriental
Pycnonotus pseudosimplex,Frugivore,Oriental
Pycnonotus simplex,Frugivore,Oriental
Pycnonotus sinensis,Frugivore,Sino-Japanese
Pycnonotus snouckaerti,Frugivore,Oriental
Pycnonotus taivanus,Omnivore,Oriental
Pycnonotus tympanistrigus,Frugivore,Oriental
Pycnonotus xantholaemus,Frugivore,Oriental
Pycnonotus xanthopygos,Frugivore,Saharo-Arabian
Pycnonotus xanthorrhous,Frugivore,Sino-Japanese
Pycnonotus zeylanicus,Frugivore,Oriental
Pyrrhurus scandens,Invertivore,Afrotropical
Rubigula dispar,Frugivore,Oriental
Rubigula flaviventris,Frugivore,Oriental
Rubigula gularis,Frugivore,Oriental
Rubigula melanictera,Frugivore,Oriental
Rubigula montis,Frugivore,Oriental
Setornis criniger,Frugivore,Oriental
Spizixos canifrons,Omnivore,Oriental
Spizixos semitorques,Omnivore,Sino-Japanese
Stelgidillas gracilirostris,Frugivore,Afrotropical
Thescelocichla leucopleura,Frugivore,Afrotropical
Tricholestes criniger,Omnivore,Oriental
Regulus calendula,Invertivore,Nearctic
Regulus goodfellowi,Invertivore,Oriental
Regulus ignicapilla,Invertivore,Palearctic
Regulus madeirensis,Invertivore,Palearctic
Regulus regulus,Invertivore,Palearctic
Regulus satrapa,Invertivore,Nearctic
Anthoscopus caroli,Invertivore,Afrotropical
Anthoscopus flavifrons,Invertivore,Afrotropical
Anthoscopus minutus,Invertivore,Afrotropical
Anthoscopus musculus,Invertivore,Afrotropical
Anthoscopus parvulus,Invertivore,Afrotropical
Anthoscopus punctifrons,Invertivore,Afrotropical
Anthoscopus sylviella,Invertivore,Afrotropical
Auriparus flaviceps,Invertivore,Nearctic
Remiz consobrinus,Invertivore,Palearctic
Remiz coronatus,Invertivore,Palearctic
Remiz pendulinus,Invertivore,Palearctic
Rhagologus leucostigma,Frugivore,Oceanian
Acropternis orthonyx,Invertivore,Neotropical
Eleoscytalopus indigoticus,Invertivore,Neotropical
Eleoscytalopus psychopompus,Invertivore,Neotropical
Eugralla paradoxa,Invertivore,Neotropical
Liosceles thoracicus,Invertivore,Neotropical
Merulaxis ater,Invertivore,Neotropical
Merulaxis stresemanni,Invertivore,Neotropical
Myornis senilis,Invertivore,Neotropical
Psilorhamphus guttatus,Invertivore,Neotropical
Pteroptochos castaneus,Invertivore,Neotropical
Pteroptochos megapodius,Invertivore,Neotropical
Pteroptochos tarnii,Invertivore,Neotropical
Rhinocrypta lanceolata,Invertivore,Neotropical
Scelorchilus albicollis,Invertivore,Neotropical
Scelorchilus rubecula,Invertivore,Neotropical
Scytalopus acutirostris,Invertivore,Neotropical
Scytalopus affinis,Invertivore,Neotropical
Scytalopus altirostris,Invertivore,Neotropical
Scytalopus alvarezlopezi,Invertivore,Neotropical
Scytalopus argentifrons,Invertivore,Neotropical
Scytalopus atratus,Invertivore,Neotropical
Scytalopus bolivianus,Invertivore,Neotropical
Scytalopus canus,Invertivore,Neotropical
Scytalopus caracae,Invertivore,Neotropical
Scytalopus chocoensis,Invertivore,Neotropical
Scytalopus diamantinensis,Invertivore,Neotropical
Scytalopus femoralis,Invertivore,Neotropical
Scytalopus frankeae,Invertivore,NA
Scytalopus fuscus,Invertivore,Neotropical
Scytalopus gettyae,Invertivore,Neotropical
Scytalopus gonzagai,Invertivore,Neotropical
Scytalopus griseicollis,Invertivore,Neotropical
Scytalopus iraiensis,Invertivore,Neotropical
Scytalopus krabbei,Invertivore,NA
Scytalopus latebricola,Invertivore,Neotropical
Scytalopus latrans,Invertivore,Neotropical
Scytalopus macropus,Invertivore,Neotropical
Scytalopus magellanicus,Invertivore,Neotropical
Scytalopus meridanus,Invertivore,Neotropical
Scytalopus micropterus,Invertivore,Neotropical
Scytalopus novacapitalis,Invertivore,Neotropical
Scytalopus opacus,Invertivore,Neotropical
Scytalopus pachecoi,Invertivore,Neotropical
Scytalopus panamensis,Invertivore,Neotropical
Scytalopus parkeri,Invertivore,Neotropical
Scytalopus parvirostris,Invertivore,Neotropical
Scytalopus perijanus,Invertivore,Neotropical
Scytalopus petrophilus,Invertivore,Neotropical
Scytalopus robbinsi,Invertivore,Neotropical
Scytalopus rodriguezi,Invertivore,Neotropical
Scytalopus sanctaemartae,Invertivore,Neotropical
Scytalopus schulenbergi,Invertivore,Neotropical
Scytalopus simonsi,Invertivore,Neotropical
Scytalopus speluncae,Invertivore,Neotropical
Scytalopus spillmanni,Invertivore,Neotropical
Scytalopus stilesi,Invertivore,Neotropical
Scytalopus superciliaris,Invertivore,Neotropical
Scytalopus unicolor,Invertivore,Neotropical
Scytalopus urubambae,Invertivore,Neotropical
Scytalopus vicinior,Invertivore,Neotropical
Scytalopus whitneyi,Invertivore,NA
Scytalopus zimmeri,Invertivore,Neotropical
Teledromas fuscus,Invertivore,Neotropical
Rhipidura albicollis,Invertivore,Oriental
Rhipidura albiscapa,Invertivore,Australian
Rhipidura albiventris,Invertivore,Oceanian
Rhipidura albiventris,Invertivore,Oceanian
Rhipidura albiventris,Invertivore,Oceanian
Rhipidura albogularis,Invertivore,Oriental
Rhipidura albolimbata,Invertivore,Oceanian
Rhipidura assimilis,Invertivore,Oceanian
Rhipidura atra,Invertivore,Oceanian
Rhipidura aureola,Invertivore,Oriental
Rhipidura bouruensis,Invertivore,Oceanian
Rhipidura brachyrhyncha,Invertivore,Oceanian
Rhipidura cinerea,Invertivore,Oceanian
Rhipidura cockerelli,Invertivore,Oceanian
Rhipidura coultasi,Invertivore,Oceanian
Rhipidura cyaniceps,Invertivore,Oriental
Rhipidura dahli,Invertivore,Oceanian
Rhipidura dedemi,Invertivore,Oceanian
Rhipidura diluta,Invertivore,Oceanian
Rhipidura drownei,Invertivore,Oceanian
Rhipidura dryas,Invertivore,Australian
Rhipidura euryura,Invertivore,Oriental
Rhipidura fuliginosa,Invertivore,Australian
Rhipidura fuscorufa,Invertivore,Oceanian
Rhipidura habibiei,Invertivore,NA
Rhipidura hoedti,Invertivore,Oceanian
Rhipidura hyperythra,Invertivore,Oceanian
Rhipidura isura,Invertivore,Oceanian
Rhipidura javanica,Invertivore,Oriental
Rhipidura kordensis,Invertivore,Oceanian
Rhipidura kubaryi,Invertivore,Oceanian
Rhipidura layardi,Invertivore,Oceanian
Rhipidura lepida,Invertivore,Oceanian
Rhipidura leucophrys,Invertivore,Australian
Rhipidura leucothorax,Invertivore,Oceanian
Rhipidura maculipectus,Invertivore,Oceanian
Rhipidura malaitae,Invertivore,Oceanian
Rhipidura matthiae,Invertivore,Oceanian
Rhipidura melanolaema,Invertivore,Oceanian
Rhipidura nebulosa,Invertivore,Oceanian
Rhipidura nigritorquis,Invertivore,Oceanian
Rhipidura nigrocinnamomea,Invertivore,Oriental
Rhipidura obiensis,Invertivore,Oceanian
Rhipidura ocularis,Invertivore,Oceanian
Rhipidura opistherythra,Invertivore,Oriental
Rhipidura perlata,Invertivore,Oriental
Rhipidura personata,Invertivore,Oceanian
Rhipidura personata,Invertivore,Oceanian
Rhipidura phasiana,Invertivore,Australian
Rhipidura phoenicura,Invertivore,Oriental
Rhipidura rennelliana,Invertivore,Oceanian
Rhipidura rennelliana,Invertivore,Oceanian
Rhipidura rennelliana,Invertivore,Oceanian
Rhipidura rennelliana,Invertivore,Oceanian
Rhipidura rufidorsa,Invertivore,Oceanian
Rhipidura rufifrons,Invertivore,Australian
Rhipidura rufilateralis,Invertivore,Neotropical
Rhipidura rufiventris,Invertivore,Oriental
Rhipidura samarensis,Invertivore,Oriental
Rhipidura sauli,Invertivore,Oriental
Rhipidura semirubra,Invertivore,Oceanian
Rhipidura spilodera,Invertivore,Oceanian
Rhipidura superciliaris,Invertivore,Oriental
Rhipidura superflua,Invertivore,Oceanian
Rhipidura tenebrosa,Invertivore,Oceanian
Rhipidura tenkatei,Invertivore,Oriental
Rhipidura teysmanni,Invertivore,Oriental
Rhipidura threnothorax,Invertivore,Oceanian
Rhipidura verreauxi,Invertivore,Oceanian
Rhodinocichla rosea,Omnivore,Neotropical
Sapayoa aenigma,Omnivore,Neotropical
Abroscopus albogularis,Invertivore,Oriental
Abroscopus schisticeps,Invertivore,Oriental
Abroscopus superciliaris,Invertivore,Oriental
Cettia brunnifrons,Invertivore,Sino-Japanese
Cettia castaneocoronata,Invertivore,Oriental
Cettia cetti,Invertivore,Saharo-Arabian
Cettia major,Invertivore,Sino-Japanese
Erythrocercus holochlorus,Invertivore,Afrotropical
Erythrocercus livingstonei,Invertivore,Afrotropical
Erythrocercus mccallii,Invertivore,Afrotropical
Hemitesia neumanni,Invertivore,Afrotropical
Hemitesia pallidipes,Invertivore,Oriental
Horornis acanthizoides,Invertivore,Sino-Japanese
Horornis annae,Invertivore,Oceanian
Horornis brunnescens,Invertivore,Sino-Japanese
Horornis canturians,Invertivore,Sino-Japanese
Horornis carolinae,Invertivore,Oriental
Horornis diphone,Invertivore,Palearctic
Horornis flavolivaceus,Invertivore,Oriental
Horornis fortipes,Invertivore,Sino-Japanese
Horornis haddeni,Invertivore,Oceanian
Horornis parens,Invertivore,Oceanian
Horornis ruficapilla,Invertivore,Oceanian
Horornis seebohmi,Invertivore,Oriental
Hylia prasina,Invertivore,Afrotropical
Pholidornis rushiae,Invertivore,Afrotropical
Phyllergates cucullatus,Invertivore,Oriental
Phyllergates heterolaemus,Invertivore,Oriental
Scotocerca inquieta,Invertivore,Saharo-Arabian
Tesia cyaniventer,Invertivore,Oriental
Tesia everetti,Invertivore,Oceanian
Tesia olivea,Invertivore,Oriental
Tesia superciliaris,Invertivore,Oriental
Tickellia hodgsoni,Invertivore,Oriental
Urosphena squameiceps,Invertivore,Palearctic
Urosphena subulata,Invertivore,Oriental
Urosphena whiteheadi,Invertivore,Oriental
Salpornis salvadori,Invertivore,Afrotropical
Salpornis spilonota,Invertivore,Oriental
Sitta arctica,Invertivore,Palearctic
Sitta azurea,Invertivore,Oriental
Sitta canadensis,Omnivore,Nearctic
Sitta carolinensis,Omnivore,Nearctic
Sitta cashmirensis,Invertivore,Oriental
Sitta castanea,Invertivore,Oriental
Sitta cinnamoventris,Invertivore,Oriental
Sitta europaea,Invertivore,Palearctic
Sitta formosa,Invertivore,Oriental
Sitta frontalis,Invertivore,Oriental
Sitta himalayensis,Invertivore,Sino-Japanese
Sitta insularis,Invertivore,Neotropical
Sitta krueperi,Omnivore,Palearctic
Sitta ledanti,Omnivore,Saharo-Arabian
Sitta leucopsis,Invertivore,Oriental
Sitta magna,Invertivore,Oriental
Sitta nagaensis,Invertivore,Oriental
Sitta neglecta,Invertivore,Oriental
Sitta neumayer,Invertivore,Palearctic
Sitta oenochlamys,Invertivore,Oceanian
Sitta przewalskii,Invertivore,Sino-Japanese
Sitta pusilla,Invertivore,Nearctic
Sitta pygmaea,Invertivore,Nearctic
Sitta solangiae,Invertivore,Oriental
Sitta tephronota,Invertivore,Saharo-Arabian
Sitta victoriae,Invertivore,Oriental
Sitta villosa,Omnivore,Palearctic
Sitta whiteheadi,Omnivore,Palearctic
Sitta yunnanensis,Invertivore,Sino-Japanese
Tichodroma muraria,Invertivore,Palearctic
Spindalis dominicensis,Frugivore,Neotropical
Spindalis nigricephala,Frugivore,Neotropical
Spindalis portoricensis,Frugivore,Neotropical
Spindalis zena,Frugivore,Neotropical
Chelidorhynx hypoxanthus,Invertivore,Oriental
Culicicapa ceylonensis,Invertivore,Oriental
Culicicapa helianthea,Invertivore,Oceanian
Elminia albicauda,Invertivore,Afrotropical
Elminia albiventris,Invertivore,Afrotropical
Elminia albonotata,Invertivore,Afrotropical
Elminia longicauda,Invertivore,Afrotropical
Elminia nigromitrata,Invertivore,Afrotropical
Stenostira scita,Invertivore,Afrotropical
Acridotheres albocinctus,Omnivore,Oriental
Acridotheres burmannicus,Omnivore,Oriental
Acridotheres cinereus,Omnivore,Oriental
Acridotheres cristatellus,Omnivore,Sino-Japanese
Acridotheres fuscus,Omnivore,Oriental
Acridotheres ginginianus,Omnivore,Oriental
Acridotheres grandis,Invertivore,Oriental
Acridotheres javanicus,Invertivore,Oriental
Acridotheres leucocephalus,Omnivore,Oriental
Acridotheres melanopterus,Omnivore,Oriental
Acridotheres tertius,Omnivore,Oriental
Acridotheres tricolor,Omnivore,Australian
Acridotheres tristis,Omnivore,Oriental
Agropsar philippensis,Omnivore,Sino-Japanese
Agropsar sturninus,Invertivore,Palearctic
Ampeliceps coronatus,Frugivore,Oriental
Aplonis atrifusca,Frugivore,Oceanian
Aplonis atrifusca,Frugivore,Oceanian
Aplonis brunneicapillus,Frugivore,Oceanian
Aplonis cantoroides,Frugivore,Oceanian
Aplonis cinerascens,Omnivore,Oceanian
Aplonis circumscripta,Frugivore,NA
Aplonis crassa,Frugivore,Oriental
Aplonis dichroa,Frugivore,Oceanian
Aplonis feadensis,Frugivore,Oceanian
Aplonis grandis,Frugivore,Oceanian
Aplonis insularis,Frugivore,Oceanian
Aplonis magna,Frugivore,Oceanian
Aplonis metallica,Frugivore,Oceanian
Aplonis minor,Frugivore,Oceanian
Aplonis mysolensis,Frugivore,Oceanian
Aplonis mystacea,Frugivore,Oceanian
Aplonis opaca,Omnivore,Oceanian
Aplonis panayensis,Frugivore,Oriental
Aplonis pelzelni,Frugivore,Oceanian
Aplonis santovestris,Omnivore,Oceanian
Aplonis striata,Frugivore,Oceanian
Aplonis tabuensis,Frugivore,Australian
Aplonis zelandica,Frugivore,Oceanian
Basilornis celebensis,Frugivore,Oriental
Basilornis corythaix,Frugivore,Oceanian
Basilornis galeatus,Frugivore,Oceanian
Cinnyricinclus leucogaster,Frugivore,Afrotropical
Creatophora cinerea,Invertivore,Afrotropical
Enodes erythrophris,Omnivore,Oriental
Goodfellowia miranda,Omnivore,Oriental
Gracula indica,Frugivore,Oriental
Gracula ptilogenys,Frugivore,Oriental
Gracula religiosa,Frugivore,Oriental
Gracula robusta,Frugivore,Oriental
Gracula venerata,Frugivore,Oceanian
Gracupica contra,Omnivore,Oriental
Gracupica jalla,Omnivore,Oriental
Gracupica nigricollis,Invertivore,Oriental
Grafisia torquata,Frugivore,Afrotropical
Hartlaubius auratus,Frugivore,Madagascan
Hylopsar cupreocauda,Frugivore,Afrotropical
Hylopsar purpureiceps,Frugivore,Afrotropical
Lamprotornis acuticaudus,Frugivore,Afrotropical
Lamprotornis albicapillus,Omnivore,Afrotropical
Lamprotornis australis,Omnivore,Afrotropical
Lamprotornis benguelensis,Invertivore,Afrotropical
Lamprotornis bicolor,Omnivore,Afrotropical
Lamprotornis caudatus,Frugivore,Afrotropical
Lamprotornis chalcurus,Omnivore,Afrotropical
Lamprotornis chalybaeus,Omnivore,Afrotropical
Lamprotornis chloropterus,Omnivore,Afrotropical
Lamprotornis fischeri,Invertivore,Afrotropical
Lamprotornis hildebrandti,Invertivore,Afrotropical
Lamprotornis iris,Frugivore,Afrotropical
Lamprotornis mevesii,Invertivore,Afrotropical
Lamprotornis nitens,Omnivore,Afrotropical
Lamprotornis ornatus,Frugivore,Afrotropical
Lamprotornis pulcher,Invertivore,Afrotropical
Lamprotornis purpureus,Omnivore,Afrotropical
Lamprotornis purpuroptera,Omnivore,Afrotropical
Lamprotornis regius,Invertivore,Afrotropical
Lamprotornis shelleyi,Invertivore,Afrotropical
Lamprotornis splendidus,Frugivore,Afrotropical
Lamprotornis superbus,Invertivore,Afrotropical
Lamprotornis unicolor,Invertivore,Afrotropical
Lamprotornis violacior,Invertivore,Afrotropical
Leucopsar rothschildi,Omnivore,Oriental
Mino anais,Frugivore,Oceanian
Mino dumontii,Frugivore,Oceanian
Mino kreffti,Frugivore,Oceanian
Neocichla gutturalis,Invertivore,Afrotropical
Notopholia corusca,Frugivore,Afrotropical
Onychognathus albirostris,Frugivore,Afrotropical
Onychognathus blythii,Omnivore,Saharo-Arabian
Onychognathus frater,Omnivore,Afrotropical
Onychognathus fulgidus,Frugivore,Afrotropical
Onychognathus morio,Omnivore,Afrotropical
Onychognathus nabouroup,Omnivore,Afrotropical
Onychognathus neumanni,Frugivore,Afrotropical
Onychognathus salvadorii,Frugivore,Afrotropical
Onychognathus tenuirostris,Frugivore,Afrotropical
Onychognathus tristramii,Frugivore,Saharo-Arabian
Onychognathus walleri,Omnivore,Afrotropical
Pastor roseus,Omnivore,Palearctic
Pholia sharpii,Frugivore,Afrotropical
Poeoptera femoralis,Frugivore,Afrotropical
Poeoptera kenricki,Frugivore,Afrotropical
Poeoptera lugubris,Frugivore,Afrotropical
Poeoptera stuhlmanni,Frugivore,Afrotropical
Rhabdornis grandis,Omnivore,Oriental
Rhabdornis inornatus,Omnivore,Oriental
Rhabdornis mystacalis,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Rhabdornis rabori,Omnivore,Oceanian
Sarcops calvus,Omnivore,Oceanian
Saroglossa spilopterus,Omnivore,Oriental
Scissirostrum dubium,Omnivore,Oriental
Speculipastor bicolor,Frugivore,Afrotropical
Spodiopsar cineraceus,Invertivore,Palearctic
Spodiopsar sericeus,Invertivore,Sino-Japanese
Streptocitta albertinae,Frugivore,Oceanian
Streptocitta albicollis,Frugivore,Oceanian
Streptocitta torquata,Frugivore,Oceanian
Sturnia erythropygia,Omnivore,Oriental
Sturnia malabarica,Omnivore,Oriental
Sturnia pagodarum,Omnivore,Oriental
Sturnia sinensis,Invertivore,Sino-Japanese
